"Date","Price","Open","High","Low","Vol.","Change %"
"11-10-2019","15,835.17","15,835.17","15,835.17","15,835.17","","0.63%"
"10-10-2019","15,736.44","15,736.44","15,736.44","15,736.44","","-0.70%"
"09-10-2019","15,846.77","15,846.77","15,846.77","15,846.77","","1.68%"
"07-10-2019","15,584.94","15,584.94","15,584.94","15,584.94","","-0.43%"
"04-10-2019","15,652.70","15,652.70","15,652.70","15,652.70","","-1.23%"
"03-10-2019","15,847.70","15,847.70","15,847.70","15,847.70","","-0.40%"
"01-10-2019","15,912.03","15,912.03","15,912.03","15,912.03","","-1.00%"
"30-09-2019","16,072.50","16,072.50","16,072.50","16,072.50","","-0.33%"
"27-09-2019","16,125.65","16,125.65","16,125.65","16,125.65","","-0.51%"
"26-09-2019","16,207.96","16,207.96","16,207.96","16,207.96","","1.14%"
"25-09-2019","16,024.49","16,024.49","16,024.49","16,024.49","","-1.28%"
"24-09-2019","16,231.83","16,231.83","16,231.83","16,231.83","","-0.10%"
"23-09-2019","16,248.62","16,248.62","16,248.62","16,248.62","","2.89%"
"20-09-2019","15,791.99","15,791.99","15,791.99","15,791.99","","5.32%"
"19-09-2019","14,994.39","14,994.39","14,994.39","14,994.39","","-1.25%"
"18-09-2019","15,184.69","15,184.69","15,184.69","15,184.69","","0.21%"
"17-09-2019","15,152.39","15,152.39","15,152.39","15,152.39","","-1.69%"
"16-09-2019","15,412.83","15,412.83","15,412.83","15,412.83","","-0.65%"
"13-09-2019","15,514.20","15,514.20","15,514.20","15,514.20","","0.85%"
"12-09-2019","15,383.82","15,383.82","15,383.82","15,383.82","","-0.48%"
"11-09-2019","15,457.90","15,457.90","15,457.90","15,457.90","","0.30%"
"09-09-2019","15,412.14","15,412.14","15,412.14","15,412.14","","0.52%"
"06-09-2019","15,332.57","15,332.57","15,332.57","15,332.57","","0.91%"
"05-09-2019","15,194.86","15,194.86","15,194.86","15,194.86","","0.03%"
"04-09-2019","15,190.30","15,190.30","15,190.30","15,190.30","","0.43%"
"03-09-2019","15,124.80","15,124.80","15,124.80","15,124.80","","-2.04%"
"30-08-2019","15,440.47","15,440.47","15,440.47","15,440.47","","0.68%"
"29-08-2019","15,335.45","15,335.45","15,335.45","15,335.45","","-0.89%"
"28-08-2019","15,472.44","15,472.44","15,472.44","15,472.44","","-0.53%"
"27-08-2019","15,555.44","15,555.44","15,555.44","15,555.44","","0.43%"
"26-08-2019","15,488.96","15,488.96","15,488.96","15,488.96","","2.11%"
"23-08-2019","15,168.88","15,168.88","15,168.88","15,168.88","","0.82%"
"22-08-2019","15,045.62","15,045.62","15,045.62","15,045.62","","-1.60%"
"21-08-2019","15,290.85","15,290.85","15,290.85","15,290.85","","-0.87%"
"20-08-2019","15,425.45","15,425.45","15,425.45","15,425.45","","-0.33%"
"19-08-2019","15,476.07","15,476.07","15,476.07","15,476.07","","0.07%"
"16-08-2019","15,464.58","15,464.58","15,464.58","15,464.58","","0.17%"
"14-08-2019","15,438.86","15,438.86","15,438.86","15,438.86","","0.98%"
"13-08-2019","15,289.35","15,289.35","15,289.35","15,289.35","","-1.63%"
"09-08-2019","15,542.72","15,542.72","15,542.72","15,542.72","","0.70%"
"08-08-2019","15,434.73","15,434.73","15,434.73","15,434.73","","1.65%"
"07-08-2019","15,184.34","15,184.34","15,184.34","15,184.34","","-0.85%"
"06-08-2019","15,314.03","15,314.03","15,314.03","15,314.03","","0.79%"
"05-08-2019","15,194.27","15,194.27","15,194.27","15,194.27","","-1.23%"
"02-08-2019","15,382.73","15,382.73","15,382.73","15,382.73","","0.21%"
"01-08-2019","15,350.83","15,350.83","15,350.83","15,350.83","","-1.21%"
"31-07-2019","15,539.43","15,539.43","15,539.43","15,539.43","","0.30%"
"30-07-2019","15,493.33","15,493.33","15,493.33","15,493.33","","-0.93%"
"29-07-2019","15,638.42","15,638.42","15,638.42","15,638.42","","-0.84%"
"26-07-2019","15,770.63","15,770.63","15,770.63","15,770.63","","0.29%"
"25-07-2019","15,725.60","15,725.60","15,725.60","15,725.60","","-0.15%"
"24-07-2019","15,749.37","15,749.37","15,749.37","15,749.37","","-0.48%"
"23-07-2019","15,824.55","15,824.55","15,824.55","15,824.55","","-0.13%"
"22-07-2019","15,845.74","15,845.74","15,845.74","15,845.74","","-0.63%"
"19-07-2019","15,945.55","15,945.55","15,945.55","15,945.55","","-1.47%"
"18-07-2019","16,183.16","16,183.16","16,183.16","16,183.16","","-0.76%"
"17-07-2019","16,306.82","16,306.82","16,306.82","16,306.82","","0.21%"
"16-07-2019","16,272.08","16,272.08","16,272.08","16,272.08","","0.66%"
"15-07-2019","16,165.28","16,165.28","16,165.28","16,165.28","","0.32%"
"12-07-2019","16,113.75","16,113.75","16,113.75","16,113.75","","-0.26%"
"11-07-2019","16,155.78","16,155.78","16,155.78","16,155.78","","0.75%"
"10-07-2019","16,035.44","16,035.44","16,035.44","16,035.44","","-0.49%"
"09-07-2019","16,114.46","16,114.46","16,114.46","16,114.46","","-0.02%"
"08-07-2019","16,118.27","16,118.27","16,118.27","16,118.27","","-2.13%"
"05-07-2019","16,468.99","16,468.99","16,468.99","16,468.99","","-1.13%"
"04-07-2019","16,658.04","16,658.04","16,658.04","16,658.04","","0.28%"
"03-07-2019","16,612.16","16,612.16","16,612.16","16,612.16","","0.05%"
"02-07-2019","16,603.17","16,603.17","16,603.17","16,603.17","","0.38%"
"01-07-2019","16,540.88","16,540.88","16,540.88","16,540.88","","0.65%"
"28-06-2019","16,433.85","16,433.85","16,433.85","16,433.85","","-0.45%"
"27-06-2019","16,507.34","16,507.34","16,507.34","16,507.34","","-0.05%"
"26-06-2019","16,515.68","16,515.68","16,515.68","16,515.68","","0.43%"
"25-06-2019","16,444.46","16,444.46","16,444.46","16,444.46","","0.83%"
"24-06-2019","16,309.52","16,309.52","16,309.52","16,309.52","","-0.21%"
"21-06-2019","16,343.59","16,343.59","16,343.59","16,343.59","","-0.91%"
"20-06-2019","16,493.65","16,493.65","16,493.65","16,493.65","","1.29%"
"19-06-2019","16,283.94","16,283.94","16,283.94","16,283.94","","0.00%"
"18-06-2019","16,283.98","16,283.98","16,283.98","16,283.98","","0.17%"
"17-06-2019","16,257.06","16,257.06","16,257.06","16,257.06","","-1.28%"
"14-06-2019","16,467.55","16,467.55","16,467.55","16,467.55","","-0.76%"
"13-06-2019","16,593.97","16,593.97","16,593.97","16,593.97","","0.16%"
"12-06-2019","16,568.09","16,568.09","16,568.09","16,568.09","","-0.50%"
"11-06-2019","16,650.75","16,650.75","16,650.75","16,650.75","","0.36%"
"10-06-2019","16,590.99","16,590.99","16,590.99","16,590.99","","0.44%"
"07-06-2019","16,518.62","16,518.62","16,518.62","16,518.62","","0.23%"
"06-06-2019","16,481.14","16,481.14","16,481.14","16,481.14","","-1.48%"
"04-06-2019","16,728.74","16,728.74","16,728.74","16,728.74","","-0.51%"
"03-06-2019","16,815.25","16,815.25","16,815.25","16,815.25","","1.40%"
"31-05-2019","16,583.46","16,583.46","16,583.46","16,583.46","","-0.19%"
"30-05-2019","16,615.59","16,615.59","16,615.59","16,615.59","","0.72%"
"29-05-2019","16,497.62","16,497.62","16,497.62","16,497.62","","-0.57%"
"28-05-2019","16,591.70","16,591.70","16,591.70","16,591.70","","0.04%"
"27-05-2019","16,585.13","16,585.13","16,585.13","16,585.13","","0.68%"
"24-05-2019","16,472.95","16,472.95","16,472.95","16,472.95","","1.60%"
"23-05-2019","16,212.78","16,212.78","16,212.78","16,212.78","","-0.69%"
"22-05-2019","16,325.28","16,325.28","16,325.28","16,325.28","","0.35%"
"21-05-2019","16,268.26","16,268.26","16,268.26","16,268.26","","-1.01%"
"20-05-2019","16,433.77","16,433.77","16,433.77","16,433.77","","3.69%"
"17-05-2019","15,848.71","15,848.71","15,848.71","15,848.71","","1.33%"
"16-05-2019","15,640.22","15,640.22","15,640.22","15,640.22","","0.90%"
"15-05-2019","15,500.82","15,500.82","15,500.82","15,500.82","","-0.58%"
"14-05-2019","15,591.19","15,591.19","15,591.19","15,591.19","","0.66%"
"13-05-2019","15,488.60","15,488.60","15,488.60","15,488.60","","-1.16%"
"10-05-2019","15,670.18","15,670.18","15,670.18","15,670.18","","-0.20%"
"09-05-2019","15,701.95","15,701.95","15,701.95","15,701.95","","-0.51%"
"08-05-2019","15,782.09","15,782.09","15,782.09","15,782.09","","-1.20%"
"07-05-2019","15,974.41","15,974.41","15,974.41","15,974.41","","-0.84%"
"06-05-2019","16,110.44","16,110.44","16,110.44","16,110.44","","-0.97%"
"03-05-2019","16,268.79","16,268.79","16,268.79","16,268.79","","-0.11%"
"02-05-2019","16,286.18","16,286.18","16,286.18","16,286.18","","-0.20%"
"30-04-2019","16,318.66","16,318.66","16,318.66","16,318.66","","-0.06%"
"26-04-2019","16,327.70","16,327.70","16,327.70","16,327.70","","0.97%"
"25-04-2019","16,170.98","16,170.98","16,170.98","16,170.98","","-0.72%"
"24-04-2019","16,288.16","16,288.16","16,288.16","16,288.16","","1.30%"
"23-04-2019","16,079.51","16,079.51","16,079.51","16,079.51","","-0.16%"
"22-04-2019","16,105.19","16,105.19","16,105.19","16,105.19","","-1.35%"
"18-04-2019","16,325.13","16,325.13","16,325.13","16,325.13","","-0.29%"
"16-04-2019","16,372.86","16,372.86","16,372.86","16,372.86","","0.83%"
"15-04-2019","16,238.41","16,238.41","16,238.41","16,238.41","","0.40%"
"12-04-2019","16,173.27","16,173.27","16,173.27","16,173.27","","0.40%"
"11-04-2019","16,108.32","16,108.32","16,108.32","16,108.32","","0.11%"
"10-04-2019","16,091.08","16,091.08","16,091.08","16,091.08","","-0.75%"
"09-04-2019","16,212.81","16,212.81","16,212.81","16,212.81","","0.58%"
"08-04-2019","16,119.14","16,119.14","16,119.14","16,119.14","","-0.53%"
"05-04-2019","16,204.48","16,204.48","16,204.48","16,204.48","","0.59%"
"04-04-2019","16,110.09","16,110.09","16,110.09","16,110.09","","-0.39%"
"03-04-2019","16,173.92","16,173.92","16,173.92","16,173.92","","-0.59%"
"02-04-2019","16,270.13","16,270.13","16,270.13","16,270.13","","0.38%"
"01-04-2019","16,208.94","16,208.94","16,208.94","16,208.94","","0.39%"
"29-03-2019","16,146.11","16,146.11","16,146.11","16,146.11","","0.47%"
"28-03-2019","16,071.26","16,071.26","16,071.26","16,071.26","","1.09%"
"27-03-2019","15,897.65","15,897.65","15,897.65","15,897.65","","-0.32%"
"26-03-2019","15,949.46","15,949.46","15,949.46","15,949.46","","1.14%"
"25-03-2019","15,770.26","15,770.26","15,770.26","15,770.26","","-0.90%"
"22-03-2019","15,912.88","15,912.88","15,912.88","15,912.88","","-0.54%"
"20-03-2019","15,998.51","15,998.51","15,998.51","15,998.51","","-0.10%"
"19-03-2019","16,014.33","16,014.33","16,014.33","16,014.33","","0.61%"
"18-03-2019","15,916.80","15,916.80","15,916.80","15,916.80","","0.31%"
"15-03-2019","15,867.74","15,867.74","15,867.74","15,867.74","","0.75%"
"14-03-2019","15,749.67","15,749.67","15,749.67","15,749.67","","0.04%"
"13-03-2019","15,742.86","15,742.86","15,742.86","15,742.86","","0.37%"
"12-03-2019","15,685.41","15,685.41","15,685.41","15,685.41","","1.19%"
"11-03-2019","15,500.61","15,500.61","15,500.61","15,500.61","","1.20%"
"08-03-2019","15,316.51","15,316.51","15,316.51","15,316.51","","-0.21%"
"07-03-2019","15,348.14","15,348.14","15,348.14","15,348.14","","0.05%"
"06-03-2019","15,340.93","15,340.93","15,340.93","15,340.93","","0.60%"
"05-03-2019","15,249.97","15,249.97","15,249.97","15,249.97","","1.14%"
"01-03-2019","15,077.91","15,077.91","15,077.91","15,077.91","","0.66%"
"28-02-2019","14,979.39","14,979.39","14,979.39","14,979.39","","-0.09%"
"27-02-2019","14,993.45","14,993.45","14,993.45","14,993.45","","-0.26%"
"26-02-2019","15,033.15","15,033.15","15,033.15","15,033.15","","-0.41%"
"25-02-2019","15,095.33","15,095.33","15,095.33","15,095.33","","0.82%"
"22-02-2019","14,972.58","14,972.58","14,972.58","14,972.58","","0.02%"
"21-02-2019","14,970.12","14,970.12","14,970.12","14,970.12","","0.53%"
"20-02-2019","14,891.60","14,891.60","14,891.60","14,891.60","","1.24%"
"19-02-2019","14,709.75","14,709.75","14,709.75","14,709.75","","-0.34%"
"18-02-2019","14,760.48","14,760.48","14,760.48","14,760.48","","-0.78%"
"15-02-2019","14,876.27","14,876.27","14,876.27","14,876.27","","-0.20%"
"14-02-2019","14,906.26","14,906.26","14,906.26","14,906.26","","-0.43%"
"13-02-2019","14,970.62","14,970.62","14,970.62","14,970.62","","-0.35%"
"12-02-2019","15,023.02","15,023.02","15,023.02","15,023.02","","-0.51%"
"11-02-2019","15,100.61","15,100.61","15,100.61","15,100.61","","-0.48%"
"08-02-2019","15,173.02","15,173.02","15,173.02","15,173.02","","-1.14%"
"07-02-2019","15,347.41","15,347.41","15,347.41","15,347.41","","0.06%"
"06-02-2019","15,337.80","15,337.80","15,337.80","15,337.80","","1.20%"
"05-02-2019","15,155.99","15,155.99","15,155.99","15,155.99","","0.20%"
"04-02-2019","15,125.02","15,125.02","15,125.02","15,125.02","","0.17%"
"01-02-2019","15,099.21","15,099.21","15,099.21","15,099.21","","0.58%"
"31-01-2019","15,012.34","15,012.34","15,012.34","15,012.34","","1.68%"
"30-01-2019","14,764.02","14,764.02","14,764.02","14,764.02","","0.00%"
"29-01-2019","14,764.59","14,764.59","14,764.59","14,764.59","","-0.08%"
"28-01-2019","14,777.11","14,777.11","14,777.11","14,777.11","","-1.10%"
"25-01-2019","14,942.09","14,942.09","14,942.09","14,942.09","","-0.64%"
"24-01-2019","15,038.07","15,038.07","15,038.07","15,038.07","","0.20%"
"23-01-2019","15,007.40","15,007.40","15,007.40","15,007.40","","-0.84%"
"22-01-2019","15,133.83","15,133.83","15,133.83","15,133.83","","-0.36%"
"21-01-2019","15,188.00","15,188.00","15,188.00","15,188.00","","0.50%"
"18-01-2019","15,111.95","15,111.95","15,111.95","15,111.95","","0.02%"
"17-01-2019","15,109.54","15,109.54","15,109.54","15,109.54","","0.15%"
"16-01-2019","15,087.41","15,087.41","15,087.41","15,087.41","","0.03%"
"15-01-2019","15,082.59","15,082.59","15,082.59","15,082.59","","1.39%"
"14-01-2019","14,875.92","14,875.92","14,875.92","14,875.92","","-0.53%"
"11-01-2019","14,955.33","14,955.33","14,955.33","14,955.33","","-0.25%"
"10-01-2019","14,992.23","14,992.23","14,992.23","14,992.23","","-0.31%"
"09-01-2019","15,038.74","15,038.74","15,038.74","15,038.74","","0.49%"
"08-01-2019","14,965.34","14,965.34","14,965.34","14,965.34","","0.28%"
"07-01-2019","14,923.27","14,923.27","14,923.27","14,923.27","","0.41%"
"04-01-2019","14,861.69","14,861.69","14,861.69","14,861.69","","0.52%"
"03-01-2019","14,785.38","14,785.38","14,785.38","14,785.38","","-1.11%"
"02-01-2019","14,951.96","14,951.96","14,951.96","14,951.96","","-1.08%"
"01-01-2019","15,114.90","15,114.90","15,114.90","15,114.90","","0.44%"
"31-12-2018","15,048.98","15,048.98","15,048.98","15,048.98","","0.02%"
"28-12-2018","15,045.34","15,045.34","15,045.34","15,045.34","","0.77%"
"27-12-2018","14,930.18","14,930.18","14,930.18","14,930.18","","0.47%"
"26-12-2018","14,860.97","14,860.97","14,860.97","14,860.97","","0.62%"
"24-12-2018","14,769.13","14,769.13","14,769.13","14,769.13","","-0.84%"
"21-12-2018","14,894.42","14,894.42","14,894.42","14,894.42","","-1.77%"
"20-12-2018","15,163.14","15,163.14","15,163.14","15,163.14","","-0.14%"
"19-12-2018","15,184.78","15,184.78","15,184.78","15,184.78","","0.54%"
"18-12-2018","15,103.63","15,103.63","15,103.63","15,103.63","","0.19%"
"17-12-2018","15,075.46","15,075.46","15,075.46","15,075.46","","0.77%"
"14-12-2018","14,960.64","14,960.64","14,960.64","14,960.64","","0.13%"
"13-12-2018","14,941.40","14,941.40","14,941.40","14,941.40","","0.50%"
"12-12-2018","14,866.71","14,866.71","14,866.71","14,866.71","","1.79%"
"11-12-2018","14,605.79","14,605.79","14,605.79","14,605.79","","0.58%"
"10-12-2018","14,521.73","14,521.73","14,521.73","14,521.73","","-1.92%"
"07-12-2018","14,805.93","14,805.93","14,805.93","14,805.93","","0.87%"
"06-12-2018","14,677.79","14,677.79","14,677.79","14,677.79","","-1.69%"
"05-12-2018","14,929.43","14,929.43","14,929.43","14,929.43","","-0.80%"
"04-12-2018","15,049.32","15,049.32","15,049.32","15,049.32","","-0.13%"
"03-12-2018","15,069.07","15,069.07","15,069.07","15,069.07","","0.06%"
"30-11-2018","15,059.37","15,059.37","15,059.37","15,059.37","","0.17%"
"29-11-2018","15,034.36","15,034.36","15,034.36","15,034.36","","1.21%"
"28-11-2018","14,854.61","14,854.61","14,854.61","14,854.61","","0.40%"
"27-11-2018","14,794.70","14,794.70","14,794.70","14,794.70","","0.54%"
"26-11-2018","14,715.81","14,715.81","14,715.81","14,715.81","","0.97%"
"22-11-2018","14,574.82","14,574.82","14,574.82","14,574.82","","-0.69%"
"21-11-2018","14,676.29","14,676.29","14,676.29","14,676.29","","-0.53%"
"20-11-2018","14,754.03","14,754.03","14,754.03","14,754.03","","-1.00%"
"19-11-2018","14,902.44","14,902.44","14,902.44","14,902.44","","0.76%"
"16-11-2018","14,790.05","14,790.05","14,790.05","14,790.05","","0.62%"
"15-11-2018","14,699.33","14,699.33","14,699.33","14,699.33","","0.38%"
"14-11-2018","14,643.42","14,643.42","14,643.42","14,643.42","","-0.06%"
"13-11-2018","14,651.98","14,651.98","14,651.98","14,651.98","","0.96%"
"12-11-2018","14,513.12","14,513.12","14,513.12","14,513.12","","-0.97%"
"09-11-2018","14,655.69","14,655.69","14,655.69","14,655.69","","-0.12%"
"07-11-2018","14,673.98","14,673.98","14,673.98","14,673.98","","0.65%"
"06-11-2018","14,579.28","14,579.28","14,579.28","14,579.28","","0.06%"
"05-11-2018","14,570.98","14,570.98","14,570.98","14,570.98","","-0.27%"
"02-11-2018","14,609.96","14,609.96","14,609.96","14,609.96","","1.66%"
"01-11-2018","14,371.10","14,371.10","14,371.10","14,371.10","","-0.04%"
"31-10-2018","14,377.38","14,377.38","14,377.38","14,377.38","","1.85%"
"30-10-2018","14,116.91","14,116.91","14,116.91","14,116.91","","-0.51%"
"29-10-2018","14,189.11","14,189.11","14,189.11","14,189.11","","2.21%"
"26-10-2018","13,882.95","13,882.95","13,882.95","13,882.95","","-0.94%"
"25-10-2018","14,014.33","14,014.33","14,014.33","14,014.33","","-0.89%"
"24-10-2018","14,139.75","14,139.75","14,139.75","14,139.75","","0.77%"
"23-10-2018","14,031.96","14,031.96","14,031.96","14,031.96","","-0.95%"
"22-10-2018","14,166.64","14,166.64","14,166.64","14,166.64","","-0.57%"
"19-10-2018","14,247.22","14,247.22","14,247.22","14,247.22","","-1.43%"
"17-10-2018","14,453.94","14,453.94","14,453.94","14,453.94","","-1.24%"
"16-10-2018","14,636.10","14,636.10","14,636.10","14,636.10","","0.69%"
"15-10-2018","14,536.17","14,536.17","14,536.17","14,536.17","","0.38%"
"12-10-2018","14,480.86","14,480.86","14,480.86","14,480.86","","2.32%"
"11-10-2018","14,152.00","14,152.00","14,152.00","14,152.00","","-2.16%"
"10-10-2018","14,463.71","14,463.71","14,463.71","14,463.71","","1.54%"
"09-10-2018","14,243.79","14,243.79","14,243.79","14,243.79","","-0.45%"
"08-10-2018","14,308.79","14,308.79","14,308.79","14,308.79","","0.31%"
"05-10-2018","14,265.08","14,265.08","14,265.08","14,265.08","","-2.67%"
"04-10-2018","14,656.09","14,656.09","14,656.09","14,656.09","","-2.39%"
"03-10-2018","15,014.23","15,014.23","15,014.23","15,014.23","","-1.36%"
"01-10-2018","15,221.75","15,221.75","15,221.75","15,221.75","","0.71%"
"28-09-2018","15,114.08","15,114.08","15,114.08","15,114.08","","-0.43%"
"27-09-2018","15,179.24","15,179.24","15,179.24","15,179.24","","-0.69%"
"26-09-2018","15,284.67","15,284.67","15,284.67","15,284.67","","-0.12%"
"25-09-2018","15,303.55","15,303.55","15,303.55","15,303.55","","0.91%"
"24-09-2018","15,165.18","15,165.18","15,165.18","15,165.18","","-1.58%"
"21-09-2018","15,408.16","15,408.16","15,408.16","15,408.16","","-0.81%"
"19-09-2018","15,534.28","15,534.28","15,534.28","15,534.28","","-0.39%"
"18-09-2018","15,594.57","15,594.57","15,594.57","15,594.57","","-0.87%"
"17-09-2018","15,731.26","15,731.26","15,731.26","15,731.26","","-1.19%"
"14-09-2018","15,920.48","15,920.48","15,920.48","15,920.48","","1.28%"
"12-09-2018","15,719.62","15,719.62","15,719.62","15,719.62","","0.73%"
"11-09-2018","15,605.11","15,605.11","15,605.11","15,605.11","","-1.32%"
"10-09-2018","15,813.26","15,813.26","15,813.26","15,813.26","","-1.29%"
"07-09-2018","16,019.84","16,019.84","16,019.84","16,019.84","","0.45%"
"06-09-2018","15,947.67","15,947.67","15,947.67","15,947.67","","0.54%"
"05-09-2018","15,862.15","15,862.15","15,862.15","15,862.15","","-0.38%"
"04-09-2018","15,922.09","15,922.09","15,922.09","15,922.09","","-0.54%"
"03-09-2018","16,007.84","16,007.84","16,007.84","16,007.84","","-0.84%"
"31-08-2018","16,143.51","16,143.51","16,143.51","16,143.51","","0.05%"
"30-08-2018","16,135.61","16,135.61","16,135.61","16,135.61","","-0.13%"
"29-08-2018","16,156.02","16,156.02","16,156.02","16,156.02","","-0.40%"
"28-08-2018","16,220.45","16,220.45","16,220.45","16,220.45","","0.40%"
"27-08-2018","16,156.09","16,156.09","16,156.09","16,156.09","","1.17%"
"24-08-2018","15,969.80","15,969.80","15,969.80","15,969.80","","-0.20%"
"23-08-2018","16,001.85","16,001.85","16,001.85","16,001.85","","0.10%"
"21-08-2018","15,985.48","15,985.48","15,985.48","15,985.48","","0.17%"
"20-08-2018","15,959.04","15,959.04","15,959.04","15,959.04","","0.72%"
"17-08-2018","15,845.64","15,845.64","15,845.64","15,845.64","","0.75%"
"16-08-2018","15,727.25","15,727.25","15,727.25","15,727.25","","-0.44%"
"14-08-2018","15,796.36","15,796.36","15,796.36","15,796.36","","0.77%"
"13-08-2018","15,676.23","15,676.23","15,676.23","15,676.23","","-0.63%"
"10-08-2018","15,776.32","15,776.32","15,776.32","15,776.32","","-0.36%"
"09-08-2018","15,833.23","15,833.23","15,833.23","15,833.23","","0.19%"
"08-08-2018","15,803.64","15,803.64","15,803.64","15,803.64","","0.53%"
"07-08-2018","15,720.05","15,720.05","15,720.05","15,720.05","","0.02%"
"06-08-2018","15,716.78","15,716.78","15,716.78","15,716.78","","0.23%"
"03-08-2018","15,680.51","15,680.51","15,680.51","15,680.51","","1.03%"
"02-08-2018","15,520.25","15,520.25","15,520.25","15,520.25","","-0.88%"
"01-08-2018","15,658.27","15,658.27","15,658.27","15,658.27","","-0.09%"
"31-07-2018","15,672.47","15,672.47","15,672.47","15,672.47","","0.33%"
"30-07-2018","15,621.47","15,621.47","15,621.47","15,621.47","","0.37%"
"27-07-2018","15,564.19","15,564.19","15,564.19","15,564.19","","0.99%"
"26-07-2018","15,410.93","15,410.93","15,410.93","15,410.93","","0.34%"
"25-07-2018","15,358.72","15,358.72","15,358.72","15,358.72","","-0.02%"
"24-07-2018","15,361.88","15,361.88","15,361.88","15,361.88","","0.45%"
"23-07-2018","15,293.50","15,293.50","15,293.50","15,293.50","","0.68%"
"20-07-2018","15,190.13","15,190.13","15,190.13","15,190.13","","0.48%"
"19-07-2018","15,116.83","15,116.83","15,116.83","15,116.83","","-0.12%"
"18-07-2018","15,135.57","15,135.57","15,135.57","15,135.57","","-0.24%"
"17-07-2018","15,172.31","15,172.31","15,172.31","15,172.31","","0.66%"
"16-07-2018","15,072.66","15,072.66","15,072.66","15,072.66","","-0.74%"
"13-07-2018","15,184.88","15,184.88","15,184.88","15,184.88","","-0.04%"
"12-07-2018","15,190.82","15,190.82","15,190.82","15,190.82","","0.70%"
"11-07-2018","15,085.15","15,085.15","15,085.15","15,085.15","","0.02%"
"10-07-2018","15,081.60","15,081.60","15,081.60","15,081.60","","0.87%"
"09-07-2018","14,951.20","14,951.20","14,951.20","14,951.20","","0.75%"
"06-07-2018","14,840.13","14,840.13","14,840.13","14,840.13","","0.21%"
"05-07-2018","14,808.54","14,808.54","14,808.54","14,808.54","","-0.15%"
"04-07-2018","14,830.50","14,830.50","14,830.50","14,830.50","","0.65%"
"03-07-2018","14,734.11","14,734.11","14,734.11","14,734.11","","0.40%"
"02-07-2018","14,675.42","14,675.42","14,675.42","14,675.42","","-0.53%"
"29-06-2018","14,753.91","14,753.91","14,753.91","14,753.91","","1.18%"
"28-06-2018","14,581.53","14,581.53","14,581.53","14,581.53","","-0.77%"
"27-06-2018","14,694.16","14,694.16","14,694.16","14,694.16","","-0.86%"
"26-06-2018","14,821.45","14,821.45","14,821.45","14,821.45","","0.06%"
"25-06-2018","14,812.28","14,812.28","14,812.28","14,812.28","","-0.55%"
"22-06-2018","14,894.02","14,894.02","14,894.02","14,894.02","","0.75%"
"21-06-2018","14,782.87","14,782.87","14,782.87","14,782.87","","-0.27%"
"20-06-2018","14,822.46","14,822.46","14,822.46","14,822.46","","0.58%"
"19-06-2018","14,737.70","14,737.70","14,737.70","14,737.70","","-0.83%"
"18-06-2018","14,860.73","14,860.73","14,860.73","14,860.73","","-0.17%"
"15-06-2018","14,885.30","14,885.30","14,885.30","14,885.30","","0.09%"
"14-06-2018","14,871.97","14,871.97","14,871.97","14,871.97","","-0.31%"
"13-06-2018","14,917.68","14,917.68","14,917.68","14,917.68","","0.13%"
"12-06-2018","14,898.66","14,898.66","14,898.66","14,898.66","","0.52%"
"11-06-2018","14,821.80","14,821.80","14,821.80","14,821.80","","0.18%"
"08-06-2018","14,795.31","14,795.31","14,795.31","14,795.31","","-0.01%"
"07-06-2018","14,796.24","14,796.24","14,796.24","14,796.24","","0.78%"
"06-06-2018","14,681.25","14,681.25","14,681.25","14,681.25","","0.86%"
"05-06-2018","14,555.52","14,555.52","14,555.52","14,555.52","","-0.33%"
"04-06-2018","14,604.11","14,604.11","14,604.11","14,604.11","","-0.62%"
"01-06-2018","14,695.40","14,695.40","14,695.40","14,695.40","","-0.37%"
"31-05-2018","14,750.26","14,750.26","14,750.26","14,750.26","","1.25%"
"30-05-2018","14,568.75","14,568.75","14,568.75","14,568.75","","-0.18%"
"29-05-2018","14,594.78","14,594.78","14,594.78","14,594.78","","-0.52%"
"28-05-2018","14,670.76","14,670.76","14,670.76","14,670.76","","0.79%"
"25-05-2018","14,556.18","14,556.18","14,556.18","14,556.18","","0.97%"
"24-05-2018","14,415.65","14,415.65","14,415.65","14,415.65","","0.80%"
"23-05-2018","14,301.15","14,301.15","14,301.15","14,301.15","","-1.01%"
"22-05-2018","14,446.97","14,446.97","14,446.97","14,446.97","","0.19%"
"21-05-2018","14,419.57","14,419.57","14,419.57","14,419.57","","-0.75%"
"18-05-2018","14,528.82","14,528.82","14,528.82","14,528.82","","-0.81%"
"17-05-2018","14,647.15","14,647.15","14,647.15","14,647.15","","-0.54%"
"16-05-2018","14,727.26","14,727.26","14,727.26","14,727.26","","-0.56%"
"15-05-2018","14,810.54","14,810.54","14,810.54","14,810.54","","-0.04%"
"14-05-2018","14,817.01","14,817.01","14,817.01","14,817.01","","0.00%"
"11-05-2018","14,816.93","14,816.93","14,816.93","14,816.93","","0.84%"
"10-05-2018","14,693.55","14,693.55","14,693.55","14,693.55","","-0.23%"
"09-05-2018","14,728.03","14,728.03","14,728.03","14,728.03","","0.23%"
"08-05-2018","14,694.93","14,694.93","14,694.93","14,694.93","","0.02%"
"07-05-2018","14,691.72","14,691.72","14,691.72","14,691.72","","0.92%"
"04-05-2018","14,558.42","14,558.42","14,558.42","14,558.42","","-0.58%"
